LIMIT_BAL,AGE,SEX,EDUCATION,MARRIAGE,UTILIZATION_RATE,PAY_DELAY_MONTHS,default
130574.08,37,1,4,2,0.5937987529889985,2,1
152180.12,54,2,2,2,0.3186683502788424,1,0
208318.53,68,1,1,1,0.2387038942310387,1,0
175089.14,22,2,3,3,0.5134519936409224,0,0
146693.37,42,1,1,2,0.10860371330644,2,0
107618.3,28,2,1,3,0.6291945852937246,1,1
115998.76,49,1,2,1,0.5429199654009844,1,1
189551.6,68,2,2,2,0.2478217212741179,0,0
201549.98,28,1,2,2,0.057004002361786,3,1
196783.92,49,1,1,2,0.2650788754871514,1,0
169534.8,33,1,2,3,0.299400922772441,0,0
42332.85,57,2,1,2,0.2039696686548697,3,0
162898.8,27,2,2,1,0.5261892286895086,4,0
157169.42,26,2,1,2,0.341987473486869,1,0
160569.83,32,1,2,1,0.3846350650416097,0,0
159742.12,24,1,3,2,0.0993297149478658,3,0
201995.23,33,2,3,2,0.1606166447851966,1,0
246946.45,23,1,1,1,0.2012940725521381,1,0
230738.94,54,1,2,1,0.1556608795001781,0,0
174784.09,61,2,3,2,0.4105963099154229,1,0
174393.61,45,1,3,1,0.1241062486232437,0,0
137730.59,27,2,1,2,0.2891215448946202,0,1
120820.03,45,2,2,2,0.0858525816484268,3,0
134522.68,66,2,3,1,0.3070209521417312,1,1
103966.32,65,1,1,3,0.3407840640744711,1,0
114149.19,46,2,1,2,0.1000117554320941,0,0
175430.42,22,2,1,2,0.1142686246929371,2,0
191676.45,33,1,2,2,0.344342497063202,0,1
175574.98,42,2,2,1,0.2373783014427737,2,1
129244.99,51,2,2,2,0.6701292188652718,0,1
125312.17,64,2,3,1,0.2218782927786821,2,1
158000.91,37,1,2,3,0.1258322779490325,0,1
54387.25,26,2,3,1,0.4223387247675881,1,1
66355.3,33,2,2,1,0.5882594544070111,1,1
66951.95,50,2,3,1,0.2352880810741648,2,1
128418.98,48,2,2,1,0.2947990527441274,0,1
119599.69,33,1,1,3,0.2086922233766572,0,1
136867.02,50,1,1,1,0.0680795415239964,1,1
160704.69,43,1,2,2,0.1211080499496137,0,0
119457.12,59,2,1,2,0.2511995712267544,0,0
260526.15,53,1,1,3,0.3507299125365632,1,0
127835.89,47,2,1,2,0.033569362796039,2,1
56673.0,55,1,1,2,0.454850273390691,0,1
177916.35,35,2,1,1,0.1913605079702536,2,0
247707.87,63,1,1,2,0.2822869361453516,4,1
148793.75,61,1,1,3,0.1943252478666198,1,1
54599.89,35,1,2,1,0.1334043206728545,0,1
155268.78,69,2,3,1,0.3552368662202839,3,1
140465.88,28,1,1,2,0.3472944906115965,0,0
153349.54,58,1,2,2,0.1817140269574231,1,0
126058.13,62,1,3,3,0.4992310496989319,1,1
183442.01,56,2,3,2,0.250864801122526,1,1
72466.83,63,1,4,2,0.1914554951460686,1,0
213345.56,57,1,2,1,0.4361130425855369,1,1
206778.28,38,2,2,3,0.2196176719641534,2,0
161939.46,64,1,1,1,0.1535033921543646,2,1
100306.87,52,1,2,1,0.1953589633199232,1,1
146568.3,31,2,4,3,0.3502878014779019,0,1
173758.39,62,1,3,1,0.5192944155906738,1,1
203010.5,51,1,1,1,0.3438858323433293,1,1
204803.5,44,1,1,1,0.1708738358234255,0,1
155469.74,33,2,3,2,0.3960713999217491,2,1
137131.17,69,1,2,2,0.1929170660071811,1,0
207969.05,44,2,2,1,0.0816573797617853,1,0
203530.53,54,2,3,3,0.0406169240142148,3,1
164129.0,29,2,2,1,0.1192315518135368,1,0
201592.23,46,2,2,2,0.0560857234522471,0,0
131407.11,34,2,1,1,0.4867982664109858,0,1
164338.71,65,1,3,1,0.4080546567542002,2,0
173577.12,61,1,4,2,0.3357599583580229,1,1
147526.81,28,2,3,1,0.1734390874163586,1,1
113351.56,44,1,2,2,0.1352379133003761,1,1
150920.92,21,1,1,3,0.2622883502969854,0,1
130394.59,68,1,1,2,0.3818287755955911,1,0
148303.74,34,1,3,3,0.3361475744065664,1,1
109858.78,63,1,3,2,0.3594585169383005,1,1
142031.89,65,1,1,2,0.5596429013689354,0,1
123773.99,59,2,3,2,0.2799691231079617,3,0
83988.34,44,1,1,1,0.5469162043884964,1,1
131934.47,23,1,2,3,0.0444935553243102,1,0
136372.76,41,1,2,1,0.2844690253424933,1,1
142551.53,35,1,2,2,0.1660390971847883,1,1
182795.04,49,1,3,2,0.3203413055105264,1,1
160664.69,59,2,2,2,0.0061035600234992,1,0
229491.95,51,1,2,2,0.129999442076977,1,0
103108.75,60,2,2,2,0.2050464099149696,0,1
125911.7,59,1,1,1,0.1961528179536922,1,1
46330.49,42,1,2,2,0.1347047888684138,3,1
79996.46,32,1,1,2,0.3944973994811585,3,1
132634.89,47,2,1,2,0.4228919756393814,0,0
84631.51,67,1,1,1,0.2714301186586202,1,1
120124.49,57,1,1,2,0.2365108820705173,2,0
202354.92,27,1,3,1,0.1889777277155728,1,0
197477.71,59,1,1,2,0.1575761913946696,0,0
134323.52,39,2,3,2,0.1870937632519504,0,0
202868.42,47,1,2,2,0.2007571408889109,1,0
217542.62,63,2,2,1,0.521234589604837,0,1
190660.26,39,1,3,2,0.2460123144725771,1,1
231482.11,40,1,1,2,0.2120365721024202,0,1
192421.54,26,1,1,1,0.2192527735307288,1,0
228276.2,33,2,2,3,0.3674233717792101,2,0
146866.05,27,2,3,1,0.2831375107689471,3,1
115472.95,32,1,1,1,0.1618546498089575,1,1
203934.04,35,1,3,1,0.0842606396593276,2,0
134114.25,28,2,3,2,0.3314197109658077,3,1
148049.02,28,1,2,2,0.2725944776023164,1,1
207966.49,30,1,3,2,0.1652118080249682,0,0
252810.36,31,1,2,1,0.4913200617084037,0,0
174468.73,38,2,2,1,0.148288474551071,1,1
187957.76,51,1,1,2,0.2221039019064624,2,0
128990.66,22,1,3,1,0.2028314393974795,2,0
236348.19,25,1,1,1,0.173390404125358,0,0
206051.53,45,1,4,3,0.2554741248398228,0,1
163578.94,51,2,1,1,0.1726236523218788,0,0
212857.46,22,2,3,1,0.4035857371678413,1,0
94471.21,62,2,2,1,0.266958613469862,0,0
139219.52,31,2,1,1,0.4248711445590879,3,1
182615.31,41,1,2,2,0.1491994451068345,1,1
134179.58,35,1,2,2,0.3967113806798772,3,1
121907.9,57,1,1,1,0.1543278759728126,3,1
128484.53,59,2,2,1,0.2919349650230991,0,0
98009.67,42,1,3,1,0.1547169556694618,3,1
88893.61,21,1,2,1,0.0178700487943123,2,1
143492.85,26,1,2,3,0.3175071611921151,0,0
43638.63,44,1,1,1,0.4048404752387677,0,1
174050.46,33,1,1,2,0.5515097360376033,3,1
20000.0,53,1,1,1,0.2151831335034782,1,1
178529.93,44,2,2,2,0.1444446548399103,1,0
151701.37,61,2,1,1,0.0511671889156832,4,0
120380.3,24,1,1,2,0.4117755355270713,3,0
175703.13,30,2,2,1,0.5159479045128598,1,1
201128.52,35,2,1,1,0.2811731833789071,0,0
192979.39,64,1,3,2,0.1896613318571458,1,0
119510.85,53,2,2,1,0.2198953724889633,1,0
214532.22,28,2,2,1,0.112743456973595,2,1
244057.85,58,2,2,2,0.7919550052933899,0,0
176141.77,23,1,2,2,0.4699850503138131,1,1
184810.32,54,1,1,1,0.4776495917857115,1,1
109487.38,46,1,1,1,0.249347095851624,0,0
137182.97,42,2,2,1,0.1968342678838844,2,1
237739.71,35,1,3,1,0.1616712996859833,0,0
231955.84,27,2,2,1,0.1366668566900208,0,0
233267.6,65,1,3,2,0.2375328638751807,2,1
114782.82,21,1,1,2,0.3574986299490535,0,0
125121.46,44,1,2,3,0.2356753670623936,1,1
165441.65,25,1,3,2,0.1678107617000768,0,1
126769.14,67,2,4,2,0.6589201752646795,2,1
116150.24,45,2,2,2,0.434133935763824,1,1
111349.51,48,1,2,2,0.4977230776430058,0,0
110812.32,46,1,3,2,0.6918759378650814,2,1
106351.95,28,2,4,2,0.4228966161430971,0,1
129459.29,37,2,1,1,0.2393363825522171,1,0
188731.7,36,1,3,2,0.0750988909682709,0,0
64632.1,63,1,1,2,0.2402137869404601,1,1
118664.14,32,2,2,1,0.3152433583318881,0,0
107682.01,32,1,1,2,0.4303010653775071,2,1
102554.17,68,2,3,2,0.3023841452962671,2,1
181090.5,30,2,1,1,0.3244711470270154,0,0
43805.21,66,1,4,2,0.5269132090139473,2,1
140871.55,56,1,1,1,0.3701820015392356,0,1
146696.01,69,2,3,2,0.0493972978805261,1,0
151487.81,67,1,2,2,0.7627416024929025,2,1
204294.78,62,2,1,1,0.2347899518798981,2,1
135660.29,37,1,2,2,0.3930649519569645,3,1
103680.94,27,1,1,1,0.2858840690420557,1,0
155791.23,47,1,1,2,0.1905999609318155,3,0
222005.86,63,2,1,2,0.3415958190334003,1,1
210909.74,48,1,1,2,0.0994298712069905,0,0
145430.02,34,1,3,2,0.1920776109644953,1,1
156153.91,30,1,1,2,0.0421100681314564,0,0
187839.43,43,1,2,2,0.6050657279735583,2,0
147379.78,63,2,1,1,0.0873497513020497,4,1
287983.0,61,1,2,1,0.261094019709172,2,0
163998.43,44,1,3,1,0.2779733124848705,2,1
153643.7,55,1,2,1,0.29485716868038,3,0
119626.39,39,2,2,1,0.1394041487575615,0,0
99206.06,44,1,1,1,0.2743428813785354,1,0
172884.33,27,1,1,1,0.3368331077682491,1,0
122666.0,47,1,3,2,0.3184394895696895,0,1
41089.43,32,2,3,1,0.2292078957846765,0,1
141221.8,57,1,2,1,0.2766827885265938,1,0
209705.47,59,1,2,3,0.0212974520928398,3,1
175507.87,41,2,2,2,0.4820325916714512,3,1
75049.2,53,1,3,1,0.1064453278515502,0,0
219416.89,21,1,2,2,0.3983109499969443,1,1
94886.51,60,1,1,2,0.0543720743654778,0,1
159751.25,56,2,1,1,0.233037410697105,0,1
191784.61,62,1,2,2,0.3484185670438519,0,1
146127.83,68,1,1,2,0.3616181376600165,4,1
118113.0,57,1,2,2,0.3472695190201411,0,0
145538.29,26,1,2,2,0.1053209596507035,0,0
177884.55,24,1,2,1,0.2702450109871823,0,0
146278.33,67,2,3,1,0.3358477507786562,2,1
26417.77,23,2,2,2,0.2921130299875408,1,1
110455.03,40,2,1,2,0.159572221336976,0,0
156714.82,60,2,1,2,0.1523107699756853,1,0
192835.12,56,2,2,2,0.3018428326357968,1,0
131819.39,33,2,3,1,0.4799896790956086,1,1
181798.39,65,1,1,3,0.6437627032783727,1,1
162994.14,30,1,1,2,0.447549517986362,1,1
195679.23,31,2,1,2,0.3888827675832694,0,0
111632.62,53,1,2,2,0.1779014881279915,1,1
156596.4,21,1,2,1,0.0525884728388125,0,0
80572.87,42,2,3,2,0.289810818131317,1,1
179822.06,55,1,1,2,0.3900275481167067,1,0
149964.57,27,1,1,1,0.3125453533167333,1,1
231753.32,63,2,3,3,0.4619205145485832,0,0
120168.55,26,2,2,2,0.3498298453901308,1,0
107473.98,21,2,1,1,0.1060966424578564,2,0
145473.34,61,2,2,2,0.3424720083531442,1,1
192726.26,45,1,3,1,0.0784937683663289,2,0
170910.29,69,2,4,1,0.6003995408220698,0,1
166722.84,61,1,2,2,0.3224442881504336,1,1
144267.96,43,1,1,2,0.3444484755780176,4,0
139594.16,22,2,1,1,0.062169306333449,1,0
126734.48,36,2,1,1,0.4207020132224096,2,1
159485.31,58,1,1,3,0.4629531695640445,1,1
208636.45,43,1,4,2,0.6401895921263199,0,1
162098.11,36,2,2,1,0.2706724972069881,0,1
207463.67,62,1,3,1,0.086643862009523,1,0
74212.79,65,1,3,1,0.1312445966962809,2,0
91027.02,68,2,3,2,0.0601595894942446,1,0
153931.76,45,2,3,1,0.3395262645749334,2,1
51225.61,43,2,1,1,0.4959623028081409,1,1
20000.0,47,1,2,1,0.1402522211015591,0,0
184895.16,58,1,3,1,0.2482203998059821,0,0
170985.28,26,1,3,2,0.1206269343453255,0,0
158024.48,47,1,3,1,0.0366749571394195,0,1
193457.73,27,1,2,1,0.2135862852592142,1,0
83697.62,68,2,3,1,0.3668913283566879,0,1
148886.05,38,1,1,3,0.4477748910170188,0,1
153391.93,46,1,1,2,0.3179512600750035,3,1
252103.48,68,1,2,3,0.2226933185440615,2,0
224493.17,60,1,2,3,0.2209440504117952,3,1
106516.85,61,1,1,3,0.2094563319686709,2,1
175744.18,53,1,1,1,0.2272457660508833,2,1
104190.4,51,1,2,2,0.2559864989000728,1,0
148208.7,55,1,1,2,0.3972747482874698,3,1
151131.54,45,1,3,1,0.3753028932064235,1,1
90205.85,46,1,1,1,0.4347355989073628,1,1
278004.23,22,2,1,1,0.0227073852254867,2,0
145407.76,43,1,1,2,0.0665845603519567,3,1
162411.03,59,1,2,1,0.2461408028283369,1,1
132018.52,69,1,1,3,0.3359085870934754,1,0
164806.01,43,1,1,2,0.2784746820034761,2,1
137316.2,52,2,3,2,0.3886272789853128,5,1
101597.71,52,2,2,1,0.6653620604725461,0,1
204565.51,51,1,1,2,0.2109333742163348,0,0
164828.78,32,2,2,1,0.4510462354573575,2,1
191516.79,39,1,1,2,0.3532534088046402,2,1
193725.85,67,1,2,2,0.3352144128977137,2,0
147595.57,58,1,4,2,0.3860337126375708,2,0
137565.44,31,2,1,2,0.6062054874171865,1,1
157902.67,36,2,3,1,0.1244135690336921,1,1
126829.12,43,2,1,1,0.1657474300897835,2,0
120078.12,60,1,1,1,0.1592557988468639,1,0
119378.13,54,2,1,1,0.3722195784639441,2,1
94885.39,45,2,2,2,0.1288292860188282,3,1
180957.71,41,2,2,2,0.1289760023861597,1,0
172737.05,29,1,4,1,0.2086790112531523,2,0
196914.19,68,1,2,2,0.2888085050626862,1,0
264082.59,48,2,1,1,0.5568299475649389,2,0
159904.24,49,2,3,2,0.1516054394914781,2,0
139548.84,21,2,1,1,0.4086851641362715,2,1
167379.09,67,1,1,2,0.349566172754426,0,1
30402.19,26,1,4,1,0.316420068115073,2,1
203716.65,41,1,1,2,0.5821352274599366,0,0
194451.86,23,2,4,2,0.5666794710577278,3,1
258252.8,64,1,2,2,0.3667001402462171,3,0
85770.79,47,2,3,2,0.7266134193810476,1,1
115025.24,39,2,2,1,0.1238516174641162,2,1
99245.29,36,2,1,3,0.1436770184409423,2,1
214803.15,57,2,2,1,0.475821303202784,2,0
113599.85,31,2,3,1,0.3361788306822643,1,1
149721.99,22,2,2,2,0.4460676540055211,0,0
186624.61,25,2,1,1,0.3386006440463541,1,1
180768.37,46,1,3,3,0.2177884498643805,0,0
131998.04,30,2,2,3,0.7736635965444667,1,0
138292.33,32,2,3,3,0.3229658942263438,3,1
154642.25,39,1,2,2,0.3214850454309364,3,1
154114.2,51,1,2,2,0.0007225889464269,0,0
115900.79,66,1,2,2,0.2330905361865709,4,1
185405.43,54,1,1,2,0.449467212009201,1,1
225066.68,68,2,1,1,0.2347468518996951,3,0
97468.83,25,1,2,1,0.5831590782313438,0,1
45705.11,41,2,2,1,0.1252793199928635,2,1
174301.81,62,2,1,2,0.2705475381537895,1,0
209752.33,29,1,2,2,0.0345903088415924,2,0
137937.12,24,1,2,2,0.2153779536951242,1,0
123364.96,51,2,2,2,0.5051257256091591,1,0
122084.91,57,1,4,2,0.1331590148522744,1,1
110700.53,46,1,3,2,0.2981756400228069,1,1
134347.1,63,1,2,1,0.2196729484727728,0,0
94714.77,45,1,1,1,0.1859916347701038,0,0
104124.86,55,2,1,1,0.0539435838283795,2,0
85039.18,24,1,3,1,0.1779951097922171,3,1
157152.44,65,1,3,2,0.0387456163648054,1,1
173129.56,47,2,1,1,0.2225767769060971,0,1
178992.86,35,1,3,3,0.5670542219628644,0,1
193457.8,25,2,3,2,0.4923267759628384,2,1
159864.61,37,1,2,1,0.2402751684713623,1,1
137382.32,37,1,1,1,0.1973266385799061,3,0
111610.12,55,1,2,2,0.1364129106588533,0,1
159062.56,21,1,1,1,0.2048011251505587,0,1
200314.64,37,1,1,2,0.0617368814460838,2,1
77595.78,42,1,1,1,0.4183199428811249,1,0
165085.0,67,2,1,1,0.1537276861172405,3,0
103653.48,53,2,1,2,0.0945938887109024,4,0
254619.36,31,2,2,2,0.2391854360946081,2,1
203800.36,24,1,1,2,0.0860423210247115,3,0
100885.3,59,1,2,3,0.0455384455497515,0,0
147992.1,32,2,1,1,0.2659923144457046,1,1
137612.38,33,2,2,1,0.5565544004372257,4,1
253753.25,35,1,4,2,0.1739628455432521,2,1
153428.15,55,2,1,2,0.1833170389792258,3,1
79626.81,25,1,2,1,0.2205354562723571,0,1
152066.28,56,1,2,2,0.3052576652286993,1,0
179369.58,38,2,2,2,0.2492092917580085,3,1
198627.72,28,1,2,1,0.1958228204291937,2,1
121209.09,26,2,3,2,0.3644619877845478,3,1
217022.52,38,1,1,1,0.3073496819433778,0,1
84776.52,32,2,2,1,0.1666957315645037,1,1
101670.61,30,1,4,2,0.4301898844141748,4,0
196629.54,45,1,3,1,0.5056510598194238,0,1
153704.74,44,1,3,2,0.1396796293024785,2,0
97329.22,21,1,1,1,0.2577624264078158,0,1
161374.79,43,1,2,1,0.1046644912749448,2,1
108965.88,60,2,2,1,0.3976753568097982,0,0
105183.37,38,2,2,2,0.3092671571560041,0,1
171048.65,60,1,1,2,0.2517243062315253,2,1
57996.11,39,1,1,2,0.2743072029013742,0,0
119858.97,25,1,3,2,0.4245529597034169,2,1
127490.54,35,1,1,1,0.5865483010162521,1,1
184317.68,68,2,2,1,0.124112367453592,1,0
195019.93,66,1,1,1,0.2023069101139369,3,0
226065.8,25,2,2,2,0.1990568323740518,2,1
94022.69,32,2,4,1,0.1692834942230879,1,1
177168.01,33,1,1,3,0.3235089329341374,4,0
150066.28,36,1,3,2,0.1917991891406357,0,0
159774.09,50,2,2,1,0.1195850824641205,1,0
165817.92,64,2,2,1,0.3381500563573614,1,1
191158.53,55,2,1,1,0.642954306283718,1,1
124030.18,32,1,3,1,0.437798759686864,2,1
143508.97,42,1,1,1,0.3503976766403366,1,0
81656.07,69,1,2,1,0.0597188121875793,1,0
137569.21,66,1,3,2,0.2571914558335837,1,0
209006.41,25,2,3,1,0.2149142876334987,1,0
172209.92,61,1,3,1,0.2596979993544859,0,0
115354.74,35,2,1,2,0.3730600223857797,1,1
108729.47,51,2,3,1,0.3284079080370702,2,1
147430.31,25,2,1,2,0.1264532407598963,1,0
79907.45,45,2,1,1,0.1508162769642502,0,0
184485.39,65,1,2,1,0.3492271032132469,0,1
133527.61,54,1,1,2,0.1989095570616767,0,1
184911.17,53,1,1,1,0.5610290657350552,1,0
198944.48,69,2,4,3,0.2371290678408549,3,1
99699.13,53,1,2,1,0.2125392357443083,1,1
194261.57,34,1,2,1,0.5203671711607203,2,1
205066.15,25,1,2,1,0.2595275171030236,2,1
145104.24,39,1,1,1,0.4767119687111179,0,0
88983.97,68,1,1,1,0.5402490095350256,0,1
177657.46,33,2,2,2,0.0717194446071192,0,0
194629.87,26,2,3,3,0.0436639368843596,1,0
85336.35,36,2,3,2,0.1048771825728423,1,1
207905.54,33,1,3,3,0.3033762034986573,1,0
103907.01,67,2,2,2,0.4107432676219826,0,1
134517.51,29,1,1,2,0.1284461703674835,0,1
146419.94,38,2,1,1,0.2324364942712385,0,0
211041.06,44,1,2,1,0.0977733896353412,0,0
119391.65,42,1,1,2,0.222440054583638,1,1
109886.14,36,2,2,2,0.3130366516095614,2,1
209445.67,49,1,2,2,0.3809340654388347,0,0
186597.78,69,1,3,2,0.4635957351132049,3,1
149395.55,23,2,4,1,0.3878687357248128,0,0
133966.62,52,2,4,2,0.3314184605602478,1,1
136862.66,27,1,3,2,0.6548713641054507,1,1
160161.8,60,2,2,2,0.3369808154736918,1,1
100709.81,64,1,2,2,0.116940219794692,0,1
199881.6,37,1,1,1,0.197015265795701,0,0
72312.06,56,2,2,1,0.3087638017357778,0,0
223558.52,67,2,2,1,0.1400379994170532,0,0
196392.01,47,2,2,1,0.094469588974819,5,1
183979.89,21,2,3,2,0.3956736491206691,0,0
166217.96,64,1,2,2,0.5875642800852677,2,1
119714.25,44,1,2,2,0.3672151488236596,5,1
174887.15,24,2,1,1,0.0997446574590224,2,0
108283.85,54,1,2,1,0.1415427703350221,0,1
186538.21,56,1,1,3,0.1566007801512064,1,0
142981.25,41,2,2,2,0.1258443621431507,0,0
142458.11,50,1,1,3,0.3984658202756843,0,0
155470.42,21,2,2,3,0.1588562408803411,0,0
166204.2,32,1,1,1,0.4348977264114536,3,0
225117.85,28,2,2,1,0.5068779298182664,2,0
116657.56,23,1,1,2,0.4135504028953076,0,1
177669.45,25,1,3,1,0.2130602232750515,0,0
142497.22,47,1,3,2,0.5711630857387486,1,1
175655.29,63,2,3,1,0.4771810153352627,0,0
152374.67,54,2,1,2,0.1900674719601247,1,1
96688.25,35,1,1,2,0.218785274454577,0,0
163917.43,54,2,2,2,0.1907477685067473,0,0
205869.94,35,1,1,2,0.5792637855183909,1,1
178530.65,58,1,3,1,0.1306542092122178,3,1
157724.68,55,2,2,1,0.4558108199586345,1,0
209032.05,55,1,1,2,0.3568548839681358,1,0
123511.99,37,1,4,2,0.3901581147202767,1,1
150880.66,60,2,1,2,0.1931772925814044,2,1
166217.01,55,1,3,1,0.348790175451128,0,1
205409.14,52,1,1,2,0.1831947636856063,1,0
78909.47,34,2,2,3,0.4861495727245207,2,1
220926.57,61,2,1,2,0.1910476264362654,1,1
144935.96,38,1,3,2,0.6768734946623065,1,0
204289.32,61,1,2,2,0.4857760857521775,1,1
152996.63,56,1,2,1,0.6321268016383498,3,1
202682.09,30,2,3,2,0.1713341717879344,2,1
176107.13,33,2,2,1,0.3780027416710624,0,0
221816.77,42,1,2,2,0.3500754309235469,1,0
342636.57,39,1,4,2,0.0294529612292659,1,0
108550.25,39,1,1,1,0.1734301587568736,1,1
149647.75,66,1,2,1,0.1137000715696466,1,0
213617.68,44,2,1,2,0.2396384625494964,3,1
145070.59,29,1,2,2,0.2163734703691356,1,1
148138.89,50,1,2,3,0.1591435998794627,3,0
175796.96,42,1,4,1,0.1734663958012505,2,0
137624.07,39,1,2,2,0.418800743422792,3,1
233724.62,55,2,2,1,0.1194468653291807,0,1
106945.6,44,1,1,2,0.2470972756116049,2,1
120505.38,28,1,3,2,0.084663274727929,2,0
167922.68,35,2,2,1,0.0857016814655703,2,0
70793.2,46,1,3,3,0.4219709660274168,0,0
50223.41,66,1,3,1,0.2806949472856533,0,1
133616.89,47,2,2,1,0.2912575276847966,1,0
180583.81,43,1,2,1,0.4851801444211919,5,1
173438.71,65,2,1,2,0.3036709785651293,2,0
220980.15,27,1,2,2,0.7849194110053164,2,1
138279.61,53,2,3,1,0.1363473822323604,2,0
117316.04,59,1,3,1,0.0472922184561957,2,0
107380.66,32,1,2,1,0.0530420875771468,1,0
161189.4,60,1,2,2,0.5421202397206589,0,1
126968.06,35,2,3,1,0.3669508374449139,0,1
197065.53,57,2,2,3,0.2361742229199439,2,1
150650.09,40,1,1,1,0.1325818374187735,2,1
134876.52,57,1,1,1,0.3817297375135292,1,1
179939.72,26,2,2,2,0.145801995945731,1,1
248822.03,43,2,3,2,0.5389745022343472,1,1
81584.25,32,1,2,2,0.1867388027766751,0,0
156308.9,41,2,3,3,0.2803874849214167,1,1
164434.68,45,2,1,2,0.2755752429902253,1,0
126117.72,46,2,1,2,0.2000732616424576,2,1
134944.82,35,1,2,2,0.427854565593619,2,1
160965.12,47,1,1,1,0.1926453109311585,1,0
134598.29,24,2,1,2,0.4670772065864242,1,1
152045.96,25,2,2,2,0.3612712227158209,1,1
139533.82,35,1,3,1,0.2638434950800213,0,0
91097.96,34,1,1,1,0.5721637762616858,1,0
77599.3,62,2,3,1,0.1946645158757454,3,1
138947.88,26,2,3,1,0.3726365511026629,3,1
118536.83,29,1,3,2,0.3465571967141301,0,0
152960.92,51,1,3,2,0.2761147736824471,0,1
87713.06,52,1,2,1,0.6540163187308766,1,1
212787.81,36,2,1,2,0.4291332675122205,3,1
196564.01,52,1,3,2,0.221729340706931,0,1
108769.39,56,1,1,1,0.3808000479914807,1,1
237478.84,23,1,1,2,0.3908249473598066,2,0
76027.79,53,1,1,1,0.3990509490274148,3,1
131366.22,62,1,2,3,0.5274218258697285,1,0
138159.07,68,1,1,3,0.347006403864722,0,0
127318.18,62,2,1,2,0.0707621750503098,2,1
208158.19,31,1,1,1,0.046615049025898,0,0
85584.62,44,2,2,1,0.0782074329138351,0,0
210003.95,41,1,1,2,0.3901867877043336,2,0
150152.3,39,2,1,2,0.3723613586211459,1,1
187874.76,69,1,1,2,0.5004885117734703,0,0
140938.79,30,2,1,1,0.5354400011033285,3,1
39082.61,45,1,1,1,0.238157946260078,3,1
268193.62,33,1,2,2,0.2469382485397147,0,0
167518.51,68,2,1,3,0.2743493920288692,1,0
108039.52,63,1,2,1,0.2922374249900561,4,1
187528.96,38,2,2,2,0.2359164552394177,0,1
139816.31,27,2,2,3,0.4648920898984882,2,1
208673.69,33,2,3,2,0.293180993036094,2,1
165656.61,30,2,1,2,0.2588970918850743,2,1
138711.18,27,1,1,2,0.3651265630611726,1,1
128443.72,50,1,1,1,0.1368120044672039,2,1
159702.6,40,2,1,2,0.4339960487531948,1,0
127678.32,47,2,2,3,0.3689356301391729,2,1
158028.7,58,2,2,2,0.6351806933259991,5,0
212304.26,36,1,1,1,0.3362956981193014,0,0
149544.05,56,1,1,2,0.1162236913671057,2,1
163022.11,43,2,2,2,0.3277471243148822,0,0
177890.52,65,2,1,1,0.5617099280890279,0,1
171359.72,52,2,2,1,0.0120340127890612,1,0
94427.1,31,2,1,3,0.090729823496172,1,1
217778.65,32,1,2,1,0.3107445018438086,1,0
174834.96,28,1,2,1,0.2163034340891565,2,1
54016.34,66,1,4,2,0.238043043703594,2,1
173103.04,53,1,2,1,0.256533387438085,3,1
182616.14,32,2,3,1,0.3430792728106474,0,0
160831.25,44,1,3,3,0.139713642719692,1,0
48910.07,47,1,3,2,0.3728448944297799,1,1
92813.69,44,1,2,2,0.3521057948694379,1,1
124592.99,31,1,1,1,0.3074539560280634,2,1
72569.09,62,1,2,2,0.1696470517893248,0,0
126062.07,35,1,3,1,0.2738286652653828,1,1
174703.2,67,1,4,2,0.1824621595046853,2,0
191486.62,59,2,1,3,0.2956253072421876,0,0
221118.49,22,1,1,1,0.1533544787604432,1,0
184353.29,23,2,2,1,0.1487219965046335,1,0
167383.82,32,2,2,2,0.4529156436562391,0,1
190643.11,27,2,1,3,0.166338263287596,1,1
212480.95,53,1,1,2,0.1641336110011018,1,0
161161.95,36,2,2,1,0.1995348873665369,1,1
70891.16,51,1,2,2,0.4422762698173497,1,1
252648.6,30,1,2,1,0.1855929423276124,4,1
38088.44,41,2,2,2,0.0967247936168151,4,1
215515.44,40,2,3,2,0.1371876970705381,3,1
113348.35,61,1,2,1,0.1771878875563461,1,0
275577.83,66,1,1,1,0.0609579489171068,3,1
113712.81,24,1,3,2,0.5863477778773634,1,1
233451.08,43,1,2,2,0.5560447141106661,0,0
224455.66,31,2,2,2,0.1513589268677712,0,0
161572.3,64,1,2,2,0.4873647770389961,2,0
221365.27,65,2,2,1,0.2508022639280154,2,1
185987.9,38,1,3,2,0.283056058967281,0,0
127193.96,54,2,3,3,0.1484634452077956,0,0
128967.73,36,1,1,2,0.3307667871109424,3,1
200883.07,62,1,1,1,0.4098304503741407,0,1
122866.31,47,2,2,2,0.3978947736132451,1,1
98402.24,30,1,1,2,0.1676969335525186,0,1
173771.53,33,1,1,1,0.3950081008128664,2,1
100713.7,56,2,1,2,0.2717013111757733,2,0
173972.08,26,2,1,2,0.3865364464037025,2,1
167116.89,22,1,1,1,0.1654453571496797,1,0
82590.73,62,2,1,1,0.4901551520725705,2,1
186288.33,45,1,1,1,0.4467310554812136,0,0
163369.62,47,1,1,1,0.2606217244649115,1,0
190020.48,61,1,1,2,0.44380010780508,0,0
160957.52,60,1,3,2,0.4459326333724794,2,0
178602.87,48,2,3,2,0.2907341179297465,1,1
