order_id,order_date,ship_date,customer_id,segment,region,city,channel,payment_method,product_id,category,subcategory,product_name,quantity,unit_price,discount_pct,sales,cost,profit
ORD5XLUVZ8P,2023-08-07,2023-08-11,CBC3JIZV,Corporate,New Brunswick,Moncton,Online,Credit Card,1089,Office Supplies,Binders,Binders Item 15,6,20.48,0.0,122.85,55.28,67.57
ORDI5685P0T,2025-07-23,2025-07-23,C8MD00EQ,Home Office,Newfoundland and Labrador,St. John's,Online,Debit,1036,Technology,Computers,Computers Item 7,1,142.42,0.0,142.42,88.3,54.12
ORDZ3PW4E3R,2025-11-21,2025-11-23,C3BGU5CC,Consumer,British Columbia,Burnaby,In-Store,Debit,1046,Technology,Copiers,Copiers Item 2,5,82.2,0.0,410.99,254.81,156.18
ORD2FOO37SI,2025-04-06,2025-04-09,CX60XOA2,Home Office,British Columbia,Vancouver,Online,PayPal,1170,Furniture,Bookcases,Bookcases Item 6,4,800.52,0.0,3202.08,1761.14,1440.94
ORDSITEBF1C,2023-04-24,2023-04-27,CWL9XM77,Consumer,Quebec,Laval,In-Store,Debit,1076,Office Supplies,Binders,Binders Item 2,1,63.66,0.2,50.93,28.65,22.28
ORDI8MH85VP,2025-06-17,2025-06-24,CF707V2X,Consumer,British Columbia,Vancouver,Online,Credit Card,1078,Office Supplies,Binders,Binders Item 4,4,115.24,0.2,368.77,207.44,161.33
ORDAB3FZT8Y,2025-01-28,2025-02-04,C3EHP37E,Home Office,British Columbia,Vancouver,Online,PayPal,1019,Technology,Accessories,Accessories Item 5,2,854.0,0.05,1622.61,1058.96,563.65
ORD6PM9WC54,2024-07-30,2024-08-04,CHVF375H,Home Office,Ontario,London,Online,Credit Card,1185,Furniture,Furnishings,Furnishings Item 6,2,572.89,0.0,1145.79,630.18,515.61
ORD03RB7NQI,2023-06-06,2023-06-08,CINW9BIO,Consumer,Ontario,Toronto,Online,Credit Card,1082,Office Supplies,Binders,Binders Item 8,2,17.67,0.0,35.35,15.91,19.44
ORDRUESG4X7,2025-12-28,2025-12-28,CNCW2BZ0,Home Office,British Columbia,Surrey,In-Store,Gift Card,1082,Office Supplies,Binders,Binders Item 8,3,19.04,0.05,54.27,25.71,28.56
ORDFRLZXZO8,2024-04-30,2024-05-06,C3P448H2,Corporate,Ontario,Ottawa,In-Store,Debit,1120,Office Supplies,Labels,Labels Item 1,6,97.16,0.2,466.39,262.34,204.05
ORD4A4FVQH9,2023-02-18,2023-02-25,CO12UVQY,Home Office,Ontario,Toronto,In-Store,Credit Card,1179,Furniture,Bookcases,Bookcases Item 15,2,868.08,0.1,1562.54,954.88,607.66
ORD7ALW2Q5A,2023-08-19,2023-08-22,C2J3RS33,Home Office,Ontario,Ottawa,In-Store,Credit Card,1161,Furniture,Tables,Tables Item 12,6,724.66,0.2,3478.37,2391.38,1086.99
ORDENY8ZC3T,2024-03-15,2024-03-21,C2DQTFS2,Consumer,Manitoba,Winnipeg,In-Store,Credit Card,1052,Technology,Copiers,Copiers Item 8,5,1105.98,0.1,4976.92,3428.54,1548.38
ORDFXG6ZJXW,2023-03-10,2023-03-17,CTADOB9G,Consumer,Newfoundland and Labrador,St. John's,Online,Debit,1027,Technology,Accessories,Accessories Item 13,3,813.16,0.0,2439.48,1512.48,927.0
ORDHVF4214U,2023-12-22,2023-12-26,CRN4529V,Consumer,British Columbia,Richmond,Online,PayPal,1178,Furniture,Bookcases,Bookcases Item 14,5,491.77,0.0,2458.85,1352.37,1106.48
ORD1ZS5UBKJ,2024-05-28,2024-05-29,CKQWBIDM,Consumer,New Brunswick,Moncton,In-Store,Debit,1021,Technology,Accessories,Accessories Item 7,6,1010.56,0.1,5457.01,3759.27,1697.74
ORD4HRXNONN,2025-11-05,2025-11-05,CXUAEX3Z,Consumer,Saskatchewan,Regina,Wholesale,Debit,1164,Furniture,Tables,Tables Item 15,2,602.51,0.05,1144.77,662.76,482.01
ORDSY6ZTX98,2023-04-05,2023-04-11,CGKO60XW,Consumer,Ontario,Brampton,In-Store,Debit,1108,Office Supplies,Art,Art Item 4,2,41.21,0.0,82.42,37.09,45.33
ORD80W11LS8,2024-09-24,2024-09-28,CH4UXWHW,Consumer,Ontario,Brampton,In-Store,Credit Card,1125,Office Supplies,Labels,Labels Item 6,3,37.05,0.0,111.16,50.02,61.14
ORDBKB3IT9O,2025-09-30,2025-10-01,C3DMR5RH,Corporate,Ontario,Windsor,Online,Credit Card,1038,Technology,Computers,Computers Item 9,3,479.88,0.2,1151.71,892.58,259.13
ORD6H8NHM12,2025-06-02,2025-06-02,CRY5UX23,Consumer,Ontario,Kitchener,In-Store,Credit Card,1166,Furniture,Bookcases,Bookcases Item 2,1,105.96,0.1,95.36,58.28,37.08
ORDD0IE5515,2025-10-10,2025-10-17,C5V0U226,Consumer,British Columbia,Burnaby,In-Store,Credit Card,1029,Technology,Accessories,Accessories Item 15,5,624.0,0.3,2183.99,1934.39,249.6
ORDFGD46M5R,2023-07-06,2023-07-08,C5704F5E,Consumer,Ontario,Windsor,In-Store,Credit Card,1084,Office Supplies,Binders,Binders Item 10,1,66.21,0.05,62.9,29.8,33.1
ORDG1852OZL,2025-05-28,2025-05-30,CY89Z6S0,Consumer,Nova Scotia,Sydney,In-Store,PayPal,1104,Office Supplies,Storage,Storage Item 15,1,21.6,0.05,20.52,9.72,10.8
ORDKR6GLZH8,2025-12-08,2025-12-13,C4AFCUIH,Corporate,British Columbia,Richmond,Online,Credit Card,1116,Office Supplies,Art,Art Item 12,1,20.42,0.1,18.38,9.19,9.19
ORDKABPNLL5,2023-12-24,2023-12-26,C7S8721I,Home Office,Ontario,Windsor,In-Store,Credit Card,1057,Technology,Copiers,Copiers Item 13,4,796.85,0.1,2868.65,1976.18,892.47
ORDZYAUU3LH,2024-06-30,2024-07-07,C4X3MIXK,Corporate,Newfoundland and Labrador,Corner Brook,Online,PayPal,1016,Technology,Accessories,Accessories Item 2,3,929.79,0.25,2092.02,1729.41,362.61
ORDWD5LGZMP,2024-08-04,2024-08-09,CGHP7AVH,Corporate,New Brunswick,Saint John,Online,Debit,1000,Technology,Phones,Phones Item 1,6,348.35,0.0,2090.11,1295.87,794.24
ORDJWRJHC1H,2024-06-25,2024-06-27,CUHJ7ETT,Home Office,Alberta,Red Deer,In-Store,Credit Card,1163,Furniture,Tables,Tables Item 14,5,232.95,0.0,1164.76,640.62,524.14
ORDE9GUZYVW,2023-11-14,2023-11-16,CF4KJLUS,Corporate,Alberta,Red Deer,In-Store,Credit Card,1085,Office Supplies,Binders,Binders Item 11,2,114.55,0.0,229.1,103.09,126.01
ORDCCKE074W,2025-11-30,2025-12-06,CGPKK1EP,Consumer,Newfoundland and Labrador,Corner Brook,In-Store,Debit,1017,Technology,Accessories,Accessories Item 3,3,1008.99,0.1,2724.27,1876.72,847.55
ORDI6U1997M,2025-11-14,2025-11-18,CAN1GHVM,Consumer,British Columbia,Richmond,Online,Credit Card,1120,Office Supplies,Labels,Labels Item 1,1,104.64,0.0,104.64,47.09,57.55
ORD9J4OMR3O,2024-02-22,2024-02-29,C9QHNK3Z,Corporate,Saskatchewan,Saskatoon,Online,Credit Card,1077,Office Supplies,Binders,Binders Item 3,5,95.47,0.2,381.87,214.8,167.07
ORDGOTVEIUW,2025-06-01,2025-06-03,CA64RRZZ,Corporate,Ontario,Toronto,Online,Debit,1070,Office Supplies,Paper,Paper Item 11,1,116.54,0.1,104.88,52.44,52.44
ORDNO9QDZR5,2024-03-11,2024-03-11,CEKPCBJR,Corporate,Quebec,Gatineau,In-Store,Credit Card,1011,Technology,Phones,Phones Item 12,4,889.23,0.1,3201.24,2205.3,995.94
ORDG302GY7X,2025-05-21,2025-05-28,CCT7KSRI,Consumer,Quebec,Laval,In-Store,Credit Card,1012,Technology,Phones,Phones Item 13,4,119.35,0.1,429.68,296.0,133.68
ORDJJ72VG5N,2024-10-02,2024-10-03,CMD6J5XN,Home Office,Ontario,Brampton,Online,Credit Card,1084,Office Supplies,Binders,Binders Item 10,3,78.72,0.0,236.15,106.27,129.88
ORDE6LAJSSH,2024-05-30,2024-06-05,C2CGH1IR,Consumer,Ontario,Windsor,Online,PayPal,1144,Furniture,Chairs,Chairs Item 10,6,428.48,0.1,2313.8,1413.99,899.81
ORD4I4KU2TC,2023-05-21,2023-05-26,C1V7W7G3,Home Office,Ontario,Ottawa,In-Store,Gift Card,1118,Office Supplies,Art,Art Item 14,2,27.72,0.0,55.45,24.95,30.5
ORD813RLIYU,2024-12-18,2024-12-19,CKXGK45Y,Consumer,Ontario,Toronto,Online,Credit Card,1048,Technology,Copiers,Copiers Item 4,2,1184.73,0.0,2369.45,1469.06,900.39
ORDOH55B1KL,2023-12-18,2023-12-24,C40OOOWJ,Consumer,Ontario,London,In-Store,Credit Card,1159,Furniture,Tables,Tables Item 10,2,427.46,0.2,683.94,470.21,213.73
ORD5EG8J5UQ,2023-08-26,2023-08-26,C32CON1I,Consumer,Quebec,Longueuil,In-Store,Credit Card,1081,Office Supplies,Binders,Binders Item 7,3,104.45,0.0,313.36,141.01,172.35
ORDMZNZOLPR,2023-07-31,2023-08-03,COBN4HKR,Consumer,Manitoba,Brandon,Online,Debit,1113,Office Supplies,Art,Art Item 9,4,49.78,0.15,169.27,89.61,79.66
ORDLE835JRZ,2025-12-12,2025-12-14,CGZY2AJP,Consumer,British Columbia,Victoria,Online,Credit Card,1044,Technology,Computers,Computers Item 15,1,1116.19,0.05,1060.38,692.04,368.34
ORD3R3O5DAF,2023-04-24,2023-04-29,CVHRWU9C,Home Office,British Columbia,Victoria,In-Store,Debit,1176,Furniture,Bookcases,Bookcases Item 12,2,458.36,0.0,916.72,504.2,412.52
ORDA1A7F9TL,2025-05-25,2025-05-29,C80ZDH30,Consumer,Ontario,London,Online,Gift Card,1047,Technology,Copiers,Copiers Item 3,1,147.97,0.0,147.97,91.74,56.23
ORDEAULNSJ9,2025-08-07,2025-08-11,CE0J80U0,Consumer,Manitoba,Brandon,Online,Credit Card,1125,Office Supplies,Labels,Labels Item 6,5,41.45,0.0,207.25,93.26,113.99
ORD1KXTS78A,2023-02-04,2023-02-07,CT90U1BW,Consumer,Ontario,Mississauga,In-Store,Credit Card,1079,Office Supplies,Binders,Binders Item 5,5,37.52,0.1,168.83,84.41,84.42
ORD2AGLZYPI,2024-10-07,2024-10-12,C3ESI3T3,Corporate,Ontario,London,Online,Credit Card,1090,Office Supplies,Storage,Storage Item 1,4,34.73,0.05,131.99,62.52,69.47
ORDCYH09DYZ,2024-09-24,2024-09-25,CM5S79YJ,Consumer,Quebec,Montreal,In-Store,Credit Card,1010,Technology,Phones,Phones Item 11,3,848.72,0.3,1782.31,1578.62,203.69
ORDBHJ85X53,2024-01-29,2024-02-03,CC3U2DT4,Consumer,Nova Scotia,Sydney,Online,PayPal,1175,Furniture,Bookcases,Bookcases Item 11,5,243.74,0.3,853.11,670.3,182.81
ORD3CODZWGJ,2024-12-31,2024-12-31,C9SL3IF3,Home Office,Prince Edward Island,Charlottetown,Online,Credit Card,1086,Office Supplies,Binders,Binders Item 12,1,105.43,0.0,105.43,47.44,57.99
ORDL2AB1Q80,2024-03-23,2024-03-23,CQHLYKSG,Consumer,Alberta,Lethbridge,Online,Debit,1109,Office Supplies,Art,Art Item 5,5,43.24,0.0,216.2,97.29,118.91
ORD2YOX1VTG,2024-04-26,2024-05-01,CMZDCFT4,Home Office,Alberta,Edmonton,In-Store,Credit Card,1029,Technology,Accessories,Accessories Item 15,6,634.28,0.0,3805.65,2359.5,1446.15
ORDI83TFCQE,2024-04-17,2024-04-18,C7APTTGQ,Consumer,Quebec,Quebec City,Wholesale,Credit Card,1033,Technology,Computers,Computers Item 4,3,772.66,0.05,2202.08,1437.15,764.93
ORDEM00RALG,2025-05-27,2025-06-02,C2P3TSFK,Corporate,British Columbia,Burnaby,Online,Credit Card,1092,Office Supplies,Storage,Storage Item 3,5,19.38,0.0,96.92,43.62,53.3
ORD0INH96Z6,2024-11-24,2024-11-25,CMEKFCQ0,Corporate,Ontario,Toronto,In-Store,PayPal,1040,Technology,Computers,Computers Item 11,3,339.43,0.0,1018.28,631.34,386.94
ORD5M726ITD,2024-02-20,2024-02-21,CHTCJZIR,Consumer,Ontario,Ottawa,In-Store,PayPal,1113,Office Supplies,Art,Art Item 9,3,50.92,0.0,152.77,68.75,84.02
ORD0H9KVIPE,2025-10-12,2025-10-19,CFCGHCDB,Corporate,Newfoundland and Labrador,St. John's,Wholesale,Credit Card,1053,Technology,Copiers,Copiers Item 9,4,239.48,0.05,910.03,593.92,316.11
ORDKLF92JFX,2025-05-29,2025-05-30,C3HZLQOX,Consumer,Newfoundland and Labrador,Corner Brook,In-Store,Debit,1072,Office Supplies,Paper,Paper Item 13,2,102.07,0.0,204.15,91.87,112.28
ORDC22IM332,2025-10-19,2025-10-26,CS1TU6EV,Consumer,Ontario,Hamilton,In-Store,Credit Card,1111,Office Supplies,Art,Art Item 7,6,93.94,0.05,535.44,253.63,281.81
ORDEMP6ESDT,2025-03-11,2025-03-13,CIYIOITE,Home Office,Ontario,Toronto,In-Store,Credit Card,1096,Office Supplies,Storage,Storage Item 7,3,71.52,0.05,203.84,96.56,107.28
ORDW71A13MC,2024-03-05,2024-03-11,CJV2F7Q8,Home Office,Ontario,London,In-Store,Credit Card,1039,Technology,Computers,Computers Item 10,4,226.51,0.05,860.72,561.73,298.99
ORDPB4XZDRX,2025-04-27,2025-05-04,C07Z4Z5D,Consumer,Quebec,Montreal,In-Store,Credit Card,1177,Furniture,Bookcases,Bookcases Item 13,1,479.79,0.05,455.8,263.88,191.92
ORDPFTD7SD5,2023-12-27,2023-12-27,C2VVJBHI,Corporate,Ontario,Kitchener,Online,Debit,1161,Furniture,Tables,Tables Item 12,6,717.82,0.0,4306.95,2368.82,1938.13
ORDLDXFKOML,2023-10-24,2023-10-26,CMY4PFYO,Consumer,British Columbia,Vancouver,Online,Credit Card,1096,Office Supplies,Storage,Storage Item 7,3,73.61,0.0,220.83,99.37,121.46
ORDTTTAN86G,2024-05-09,2024-05-13,C8O7RHIT,Consumer,Ontario,Toronto,In-Store,PayPal,1112,Office Supplies,Art,Art Item 8,2,79.15,0.0,158.29,71.23,87.06
ORDD2180I6V,2025-11-28,2025-12-04,CIT4EKT4,Consumer,Ontario,Hamilton,Online,Gift Card,1038,Technology,Computers,Computers Item 9,2,518.73,0.1,933.72,643.23,290.49
ORDQ588UV5R,2024-09-14,2024-09-15,C0PUEW5W,Corporate,Ontario,Kitchener,Online,Credit Card,1090,Office Supplies,Storage,Storage Item 1,1,33.18,0.05,31.52,14.93,16.59
ORDQWSWI8MI,2024-02-25,2024-02-26,C9HP9O6H,Corporate,Alberta,Lethbridge,In-Store,Debit,1052,Technology,Copiers,Copiers Item 8,2,1238.87,0.05,2353.85,1536.19,817.66
ORDN9WPGP82,2024-05-21,2024-05-23,C7AQFP1K,Consumer,Ontario,Hamilton,In-Store,Gift Card,1053,Technology,Copiers,Copiers Item 9,4,278.48,0.15,946.83,690.63,256.2
ORDBPHWWBNR,2023-11-16,2023-11-17,CJD87EBZ,Home Office,Quebec,Montreal,In-Store,Credit Card,1071,Office Supplies,Paper,Paper Item 12,6,82.08,0.0,492.47,221.61,270.86
ORDQJY1CCTS,2024-12-22,2024-12-24,CLUALSE6,Corporate,British Columbia,Victoria,Online,Credit Card,1000,Technology,Phones,Phones Item 1,3,330.36,0.0,991.07,614.46,376.61
ORDEYXPJVCZ,2024-01-20,2024-01-21,CTM203VH,Consumer,Alberta,Calgary,Online,Credit Card,1117,Office Supplies,Art,Art Item 13,1,69.7,0.1,62.73,31.36,31.37
ORDVHYD4W2N,2024-08-30,2024-09-05,COS0LLRB,Consumer,Ontario,Mississauga,Online,Credit Card,1154,Furniture,Tables,Tables Item 5,4,383.41,0.0,1533.64,843.5,690.14
ORDXWZ44UY0,2024-02-10,2024-02-16,CKEBE3C5,Corporate,Alberta,Lethbridge,Wholesale,Gift Card,1120,Office Supplies,Labels,Labels Item 1,6,101.23,0.05,577.01,273.32,303.69
ORDPPM8NJQ4,2023-12-18,2023-12-19,CDTSO9C8,Consumer,Ontario,Hamilton,Online,Credit Card,1044,Technology,Computers,Computers Item 15,1,1014.08,0.0,1014.08,628.73,385.35
ORD831RIACJ,2025-11-29,2025-12-03,CLZCZFDD,Consumer,British Columbia,Richmond,In-Store,Credit Card,1010,Technology,Phones,Phones Item 11,6,893.33,0.0,5359.98,3323.19,2036.79
ORDN4TREQ00,2024-01-14,2024-01-19,CSYJQLB3,Consumer,Quebec,Gatineau,Online,Credit Card,1123,Office Supplies,Labels,Labels Item 4,3,79.67,0.0,239.02,107.56,131.46
ORDII52EYAC,2023-03-19,2023-03-24,CUTKFTDS,Consumer,Nova Scotia,Sydney,Online,Credit Card,1065,Office Supplies,Paper,Paper Item 6,4,33.55,0.0,134.21,60.4,73.81
ORD7VER7RZF,2024-02-19,2024-02-26,CJM2TNPZ,Consumer,Newfoundland and Labrador,Corner Brook,In-Store,PayPal,1134,Office Supplies,Labels,Labels Item 15,6,109.77,0.1,592.74,296.37,296.37
ORDZ3BXB0O5,2024-08-06,2024-08-11,CBPHVYAZ,Corporate,Alberta,Lethbridge,In-Store,Debit,1194,Furniture,Furnishings,Furnishings Item 15,6,514.59,0.0,3087.54,1698.15,1389.39
ORDP3F3VEVB,2023-04-14,2023-04-19,CX1KUCKT,Corporate,Nova Scotia,Halifax,Online,PayPal,1177,Furniture,Bookcases,Bookcases Item 13,2,457.49,0.0,914.98,503.24,411.74
ORD9BKJRL90,2023-12-02,2023-12-02,CP5S4S39,Home Office,Ontario,Ottawa,Online,Credit Card,1072,Office Supplies,Paper,Paper Item 13,4,113.49,0.1,408.55,204.28,204.27
ORD8HV507VJ,2023-07-02,2023-07-02,CAISCRPG,Corporate,British Columbia,Vancouver,Online,PayPal,1036,Technology,Computers,Computers Item 7,6,135.55,0.15,691.33,504.26,187.07
ORDQGTPECT7,2024-07-02,2024-07-06,CIW54RO1,Consumer,Ontario,Ottawa,In-Store,Gift Card,1029,Technology,Accessories,Accessories Item 15,3,622.31,0.0,1866.94,1157.5,709.44
ORD3AV9TFBN,2025-03-03,2025-03-10,CSWZYTL8,Consumer,Ontario,Toronto,Online,Gift Card,1024,Technology,Accessories,Accessories Item 10,4,1067.27,0.0,4269.07,2646.83,1622.24
ORDQEODUVHH,2025-11-27,2025-11-30,COC7Q2JG,Consumer,Quebec,Longueuil,Online,Bank Transfer,1112,Office Supplies,Art,Art Item 8,4,72.03,0.3,201.68,129.65,72.03
ORDQ1OXXUE1,2024-03-02,2024-03-07,C10SYAV1,Home Office,Alberta,Edmonton,Online,Debit,1138,Furniture,Chairs,Chairs Item 4,5,398.15,0.1,1791.66,1094.91,696.75
ORDUHK8M1NQ,2025-08-04,2025-08-05,CA3L40DH,Consumer,Alberta,Edmonton,Online,Debit,1111,Office Supplies,Art,Art Item 7,3,89.79,0.0,269.36,121.21,148.15
ORDZZZW9MAN,2023-08-24,2023-08-27,C9MQLNTC,Consumer,Saskatchewan,Regina,In-Store,Credit Card,1156,Furniture,Tables,Tables Item 7,3,598.38,0.05,1705.39,987.33,718.06
ORD5IEKEWXQ,2025-05-05,2025-05-11,C2L6T0Y8,Corporate,Quebec,Quebec City,In-Store,Credit Card,1032,Technology,Computers,Computers Item 3,2,611.72,0.15,1039.93,758.54,281.39
ORDB7VDWQCK,2024-09-08,2024-09-13,CAMWI4FC,Consumer,Nova Scotia,Sydney,Wholesale,PayPal,1128,Office Supplies,Labels,Labels Item 9,3,18.52,0.0,55.55,25.0,30.55
ORDORTXMO6Q,2025-04-10,2025-04-10,CRFRGL84,Home Office,Saskatchewan,Saskatoon,In-Store,Credit Card,1019,Technology,Accessories,Accessories Item 5,1,932.51,0.0,932.51,578.15,354.36
ORDZZMQPIC9,2025-04-08,2025-04-15,CP090973,Consumer,Manitoba,Brandon,Online,Debit,1080,Office Supplies,Binders,Binders Item 6,3,115.38,0.0,346.15,155.77,190.38
ORD58D2FK0E,2024-08-06,2024-08-13,CKKX2TCI,Consumer,Ontario,Kitchener,In-Store,Debit,1049,Technology,Copiers,Copiers Item 5,2,432.3,0.0,864.59,536.05,328.54
ORD62V4VTZB,2023-10-10,2023-10-13,C3DRXGGQ,Home Office,Quebec,Montreal,In-Store,Debit,1100,Office Supplies,Storage,Storage Item 11,5,29.16,0.15,123.95,65.62,58.33
ORDMB7CI41R,2024-07-30,2024-08-01,CS3EOVST,Consumer,Alberta,Calgary,Online,Credit Card,1180,Furniture,Furnishings,Furnishings Item 1,2,178.31,0.2,285.3,196.15,89.15
ORDM5IZSW4C,2025-06-25,2025-06-29,CRXAU6NG,Consumer,Newfoundland and Labrador,St. John's,Online,PayPal,1056,Technology,Copiers,Copiers Item 12,1,743.28,0.0,743.28,460.83,282.45
ORD0ZEB3H4B,2025-11-29,2025-12-05,CORI7DWW,Corporate,Ontario,Hamilton,Online,Credit Card,1135,Furniture,Chairs,Chairs Item 1,4,111.63,0.3,312.55,245.58,66.97
ORDT1XYA7N4,2025-10-13,2025-10-16,CTZ2XEUC,Corporate,Ontario,Kitchener,Wholesale,Debit,1007,Technology,Phones,Phones Item 8,3,246.02,0.3,516.63,457.59,59.04
ORDCD10V81A,2023-07-18,2023-07-18,CHUKCPEJ,Consumer,Ontario,Kitchener,Online,Credit Card,1062,Office Supplies,Paper,Paper Item 3,3,3.69,0.0,11.07,4.98,6.09
ORD3E2ZN5HT,2024-10-16,2024-10-16,CU10JMX2,Consumer,Ontario,Kitchener,Online,PayPal,1061,Office Supplies,Paper,Paper Item 2,1,22.44,0.0,22.44,10.1,12.34
ORDDY5L0H9C,2023-04-25,2023-05-01,CTE5YIMM,Consumer,Manitoba,Brandon,In-Store,Debit,1055,Technology,Copiers,Copiers Item 11,5,662.55,0.1,2981.47,2053.9,927.57
ORDCRAMEKN3,2025-01-03,2025-01-09,CPP212AJ,Consumer,Ontario,London,In-Store,Gift Card,1119,Office Supplies,Art,Art Item 15,5,83.71,0.0,418.57,188.35,230.22
ORDLKYL3YPB,2025-12-23,2025-12-29,C0Y9JTD1,Consumer,Ontario,Mississauga,Online,Credit Card,1012,Technology,Phones,Phones Item 13,3,134.41,0.0,403.24,250.01,153.23
ORD8NINBT1X,2023-02-27,2023-02-28,C3HV4WMY,Consumer,Alberta,Red Deer,Online,PayPal,1081,Office Supplies,Binders,Binders Item 7,1,104.54,0.1,94.08,47.04,47.04
ORD9MI92UMG,2024-12-20,2024-12-21,CT394ZEJ,Corporate,Quebec,Montreal,In-Store,Credit Card,1011,Technology,Phones,Phones Item 12,1,1006.86,0.2,805.49,624.25,181.24
ORDJCSRVWHB,2025-11-02,2025-11-05,CARQLUXH,Corporate,Ontario,Windsor,Online,Credit Card,1035,Technology,Computers,Computers Item 6,3,588.65,,1765.95,1094.89,671.06
ORD7WIITPE0,2025-07-17,2025-07-18,C9DOFW57,Consumer,British Columbia,Vancouver,Online,Credit Card,1053,Technology,Copiers,Copiers Item 9,4,265.7,0.1,956.53,658.94,297.59
ORDUP4CPKIG,2024-03-06,2024-03-09,CH0SHQQ3,Consumer,Quebec,Longueuil,Online,Debit,1087,Office Supplies,Binders,Binders Item 13,2,87.42,0.1,157.36,78.68,78.68
ORDWA2KO7LI,2023-04-24,2023-04-28,C5QJG1LD,Consumer,Newfoundland and Labrador,St. John's,In-Store,Gift Card,1038,Technology,Computers,Computers Item 9,5,454.65,0.0,2273.25,1409.41,863.84
ORD9KI7NX40,2025-10-09,2025-10-11,CZMZDMT4,Consumer,Alberta,Red Deer,Online,Debit,1036,Technology,Computers,Computers Item 7,2,129.55,0.0,259.09,160.64,98.45
ORDQ4CSVNNI,2025-10-06,2025-10-06,C53ETUVC,Home Office,Newfoundland and Labrador,St. John's,In-Store,Credit Card,1030,Technology,Computers,Computers Item 1,2,995.13,0.3,1393.19,1233.97,159.22
ORDUD561FF7,2024-09-26,2024-09-29,CL7SXRO3,Consumer,Ontario,Mississauga,Online,Credit Card,1045,Technology,Copiers,Copiers Item 1,1,391.34,0.0,391.34,242.63,148.71
ORDZQUVPLZA,2025-12-08,2025-12-13,C8X4WSQS,Corporate,Alberta,Lethbridge,Online,Credit Card,1028,Technology,Accessories,Accessories Item 14,2,963.81,0.0,1927.62,1195.12,732.5
ORD5VR8ZGSU,2023-01-06,2023-01-10,CZXWQPEK,Corporate,Quebec,Montreal,In-Store,Credit Card,1104,Office Supplies,Storage,Storage Item 15,5,21.17,0.0,105.83,47.63,58.2
ORDXQP2K2QU,2024-11-06,2024-11-08,C45US01U,Corporate,Alberta,Calgary,Online,Debit,1153,Furniture,Tables,Tables Item 4,3,851.59,0.0,2554.77,1405.12,1149.65
ORDSZCK9BSZ,2023-02-12,2023-02-14,CMDGBSR1,Home Office,Quebec,Gatineau,Online,Credit Card,1040,Technology,Computers,Computers Item 11,2,280.65,0.05,533.23,348.0,185.23
ORDPAX72DLP,2025-10-22,2025-10-26,C6FV7G8L,Corporate,Ontario,Kitchener,In-Store,Debit,1025,Technology,Accessories,Accessories Item 11,1,1102.67,0.0,1102.67,683.66,419.01
ORDI1YT5UWO,2025-01-15,2025-01-16,CQ2BDMGK,Corporate,Ontario,Brampton,In-Store,Credit Card,1189,Furniture,Furnishings,Furnishings Item 10,4,817.51,0.0,3270.04,1798.52,1471.52
ORDXNXCOPJH,2025-09-28,2025-10-04,CD54359C,Consumer,Manitoba,Winnipeg,In-Store,Credit Card,1174,Furniture,Bookcases,Bookcases Item 10,3,224.25,0.2,538.2,370.01,168.19
ORDUPQUO1L5,2024-09-08,2024-09-14,CV8WBZED,Corporate,Manitoba,Winnipeg,In-Store,Credit Card,1152,Furniture,Tables,Tables Item 3,6,393.24,0.0,2359.46,1297.7,1061.76
ORDD3AAOZMS,2023-04-02,2023-04-02,C9T1C2Y6,Consumer,Ontario,Windsor,In-Store,Credit Card,1094,Office Supplies,Storage,Storage Item 5,5,91.2,0.0,456.02,205.21,250.81
ORDZEYWXJ9E,2023-01-30,2023-02-06,CY8SB3ME,Consumer,British Columbia,Surrey,Online,Debit,1001,Technology,Phones,Phones Item 2,4,438.57,0.0,1754.3,1087.67,666.63
ORD341B3ZU8,2024-01-03,2024-01-03,CM0C8DRD,Corporate,Alberta,Red Deer,Online,Debit,1040,Technology,Computers,Computers Item 11,4,319.41,0.0,1277.65,792.15,485.5
ORDB31Q53ZW,2025-03-25,2025-03-28,C42S1FWA,Corporate,Quebec,Longueuil,In-Store,PayPal,1039,Technology,Computers,Computers Item 10,4,217.64,0.0,870.57,539.75,330.82
ORDJMNULTOU,2023-06-15,2023-06-20,CCNBKSF2,Consumer,Ontario,Brampton,In-Store,Credit Card,1084,Office Supplies,Binders,Binders Item 10,3,78.74,0.1,212.59,106.3,106.29
ORDXRKP9379,2025-07-22,2025-07-24,CM7FDG9Z,Home Office,Saskatchewan,Saskatoon,Online,Credit Card,1105,Office Supplies,Art,Art Item 1,1,47.64,0.0,47.64,21.44,26.2
ORDF5J9KNHZ,2023-09-20,2023-09-21,C09OEKEP,Consumer,British Columbia,Victoria,In-Store,Credit Card,1032,Technology,Computers,Computers Item 3,1,608.2,0.3,425.74,377.09,48.65
ORDNI4FU0EI,2024-06-28,2024-06-28,CZJZEO7N,Home Office,Alberta,Lethbridge,Online,PayPal,1016,Technology,Accessories,Accessories Item 2,5,1085.95,0.3,3800.83,3366.45,434.38
ORDTAQA99QR,2023-08-11,2023-08-16,C32K68T2,Corporate,British Columbia,Richmond,Online,Debit,1189,Furniture,Furnishings,Furnishings Item 10,5,698.5,0.15,2968.61,1920.86,1047.75
